Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
536,Peyton Watson,SF,21,DEN,80,4,186,26,56,.465,6,19,.296,20,37,.553,.516,9,13,.670,7,25,32,11,5,11,7,18,67
537,Victor Wembanyama,C,20,SAS,71,71,297,78,167,.465,18,55,.325,60,112,.534,.519,41,52,.796,23,84,106,39,12,36,37,22,214
538,Blake Wesley,SG,20,SAS,61,3,144,17,35,.474,2,9,.218,15,26,.563,.502,9,13,.667,3,12,15,27,5,1,9,15,44
539,Russell Westbrook,PG,35,LAC,68,11,225,44,98,.454,6,23,.273,38,75,.509,.486,16,24,.688,14,37,50,45,11,3,21,18,111
540,Coby White,PG,23,CHI,79,78,365,68,153,.447,26,70,.376,42,83,.508,.534,28,33,.838,6,40,45,51,7,2,21,24,191
541,Derrick White,SG,29,BOS,73,73,326,53,115,.461,27,68,.396,26,47,.555,.578,19,21,.901,7,35,42,52,10,12,15,21,152
542,Jack White,SF,26,MEM,4,0,160,5,40,.125,5,25,.200,0,15,.000,.188,0,0,,10,20,30,3,10,3,5,8,15
543,Cam Whitmore,SF,19,HOU,47,2,187,45,99,.454,17,47,.359,28,53,.538,.539,16,24,.679,9,29,38,7,6,4,10,14,123
544,Aaron Wiggins,SG,25,OKC,78,4,157,27,48,.562,8,16,.492,19,32,.598,.645,7,9,.789,8,16,24,11,7,2,7,12,69
545,Andrew Wiggins,SF,28,GSW,71,59,270,50,110,.453,13,36,.358,37,74,.498,.511,20,27,.751,15,30,45,17,6,6,12,21,132
546,Lindell Wigginton,PG,25,MIL,3,0,27,7,17,.400,0,7,.000,7,10,.667,.400,7,7,1.000,0,0,0,0,0,0,3,3,20
547,Alondes Williams,SG,24,MIA,7,0,23,3,11,.250,0,6,.000,3,6,.500,.250,1,1,1.000,0,1,1,0,0,1,3,3,7
548,Brandon Williams,PG,24,DAL,17,0,66,12,32,.370,2,9,.200,10,23,.436,.398,6,10,.647,2,5,8,10,1,1,4,2,32
549,Grant Williams,PF,25,TOT,76,43,280,36,80,.456,17,44,.375,20,35,.558,.560,14,18,.757,11,31,42,23,6,5,14,30,103
549,Grant Williams,PF,25,DAL,47,33,264,28,67,.413,17,45,.376,11,23,.486,.538,9,12,.745,10,26,36,17,5,6,11,29,81
549,Grant Williams,PF,25,CHO,29,10,306,50,99,.503,16,43,.373,34,56,.605,.585,22,29,.765,14,38,51,32,7,4,19,31,139
550,Jalen Williams,PF,22,OKC,71,71,313,75,140,.540,15,34,.427,61,106,.576,.592,25,31,.814,5,35,40,45,11,6,17,25,191
551,Jaylin Williams,C,21,OKC,69,1,130,14,33,.417,8,21,.368,6,12,.500,.533,5,6,.805,5,29,34,16,4,4,5,14,40
552,Jeenathan Williams,SG,24,HOU,22,0,59,12,23,.540,1,2,.400,11,20,.556,.560,3,6,.538,5,5,10,3,2,0,2,5,29
553,Kenrich Williams,PF,29,OKC,69,1,149,19,41,.468,8,20,.397,11,20,.540,.568,1,2,.500,9,21,30,13,6,1,5,15,47
554,Malik Williams,C,25,TOR,7,2,153,13,49,.265,1,7,.200,11,41,.276,.279,0,3,.000,21,33,54,3,4,6,4,21,27
555,Mark Williams,C,22,CHO,19,19,267,52,79,.649,0,0,,52,79,.649,.649,24,34,.719,40,57,97,12,8,11,9,26,127
556,Patrick Williams,PF,22,CHI,43,30,273,37,83,.443,14,34,.399,23,49,.474,.525,12,15,.788,11,28,39,15,9,8,13,20,100
557,Robert Williams,C,26,POR,6,0,198,28,43,.654,0,0,,28,43,.654,.654,12,15,.778,18,45,63,8,12,12,12,28,68
558,Vince Williams Jr.,SG,23,MEM,52,33,276,33,73,.446,15,40,.378,17,33,.529,.550,20,25,.800,11,44,56,34,9,7,18,26,100
559,Ziaire Williams,SF,22,MEM,51,15,204,29,74,.397,11,37,.307,18,37,.487,.474,12,15,.827,7,28,35,15,7,2,13,17,82
560,Zion Williamson,PF,23,NOP,70,70,315,89,156,.570,1,3,.333,88,154,.574,.573,50,71,.702,17,41,58,50,11,7,28,23,229
561,D.J. Wilson,PF,27,PHI,2,0,75,20,30,.667,10,10,1.000,10,20,.500,.833,0,0,,5,5,10,10,0,10,0,5,50
562,Jalen Wilson,PF,23,BRK,43,3,154,18,42,.425,6,17,.324,12,24,.495,.492,9,11,.826,11,20,30,10,3,1,4,11,50
563,Dylan Windler,SF,27,TOT,17,0,64,9,18,.500,8,16,.481,1,2,.667,.717,0,0,,2,8,9,6,1,0,1,4,25
563,Dylan Windler,SF,27,NYK,3,0,23,3,7,.500,3,7,.500,0,0,,.750,0,0,,0,3,3,3,0,0,0,3,10
563,Dylan Windler,SF,27,LAL,8,0,35,5,11,.444,5,10,.500,0,1,.000,.667,0,0,,0,4,4,8,0,0,0,3,15
563,Dylan Windler,SF,27,ATL,6,0,122,17,32,.526,13,28,.471,3,3,1.000,.737,0,0,,5,15,20,5,3,0,3,5,47
564,James Wiseman,C,22,DET,63,6,173,30,48,.613,0,0,.000,30,48,.617,.613,11,16,.706,17,36,53,9,2,6,10,22,71
565,Isaiah Wong,SG,23,IND,1,0,40,10,30,.333,0,10,.000,10,20,.500,.333,0,0,,0,0,0,0,0,0,0,0,20
566,Christian Wood,PF,28,LAL,50,1,174,25,53,.466,7,23,.307,18,30,.587,.532,13,19,.702,8,43,51,10,3,7,10,14,69
567,Delon Wright,PG,31,TOT,47,1,158,16,40,.394,5,14,.368,10,26,.408,.460,8,10,.822,4,14,18,25,11,2,3,7,45
567,Delon Wright,PG,31,WAS,33,0,138,15,37,.393,4,12,.368,10,25,.405,.451,7,9,.828,4,14,18,25,11,2,3,7,41
567,Delon Wright,PG,31,MIA,14,1,204,19,47,.394,8,21,.367,11,26,.417,.477,9,11,.813,4,15,19,26,14,2,2,7,54
568,Thaddeus Young,PF,35,TOT,33,6,133,20,33,.602,0,2,.143,19,31,.634,.606,2,5,.400,14,17,31,17,7,2,5,15,42
568,Thaddeus Young,PF,35,TOR,23,6,152,23,38,.621,0,3,.167,23,35,.654,.626,2,5,.417,13,20,33,22,8,1,5,17,50
568,Thaddeus Young,PF,35,PHO,10,0,89,11,21,.524,0,1,.000,11,20,.550,.524,1,3,.333,17,11,28,7,5,2,4,11,23
569,Trae Young,PG,25,ATL,54,54,360,80,187,.430,32,87,.373,48,100,.479,.516,64,75,.855,4,23,28,108,13,2,44,20,257
570,Omer Yurtseven,C,25,UTA,48,12,114,21,38,.538,1,5,.208,20,33,.588,.552,4,6,.679,15,28,43,6,2,4,8,11,46
571,Cody Zeller,C,31,NOP,43,0,74,6,14,.419,0,1,.333,6,14,.424,.427,5,9,.605,11,15,26,9,2,1,4,10,18
572,Ivica Zubac,C,26,LAC,68,68,264,50,76,.649,0,0,,50,76,.649,.649,18,24,.723,29,63,92,14,3,12,12,26,117
